transaction_datetime,category,account,amount,currency,note
2019-01-14 13:59:06,該死,One,-638.00,TWD,船票&吃飯
2019-01-14 13:59:06,增肥,One,-46.40,TWD,可樂
2019-01-14 16:31:24,該死,One,-58.00,TWD,吊橋門票
2019-01-14 16:31:24,該死,One,-104.40,TWD,蝴蝶蟒蛇門票
2019-01-14 16:31:24,該死,One,-58.00,TWD,教堂門票
2019-01-14 16:31:24,該死,One,-464.00,TWD,遛鎖
2019-01-14 16:31:24,五金,One,-290.00,TWD,珍珠
2019-01-14 16:31:24,該死,One,-69.60,TWD,眼鏡猴門票
2019-01-14 16:31:24,該死,One,-58.00,TWD,巧克力山門票
2019-01-14 18:45:59,該死,One,-203.00,TWD,刺青
2019-01-14 22:46:31,頭暈,One,-225.00,TWD,
2019-01-15 20:02:58,增肥,One,-469.80,TWD,Shaka
2019-01-18 18:06:23,遮羞,One,-723.00,TWD,襪子
2019-01-19 00:00:00,該死,One,-3500.00,TWD,宿霧
2019-01-19 05:10:55,頭暈,One,-761.00,TWD,萊姆酒
2019-01-19 05:10:55,增肥,One,-241.00,TWD,Burger King
2019-01-19 12:31:19,增肥,One,-100.00,TWD,牛肉麵
2019-01-19 12:31:19,增肥,One,-55.00,TWD,Come buy
2019-01-19 12:31:19,一起,One,-160.00,TWD,機捷
2019-01-19 12:31:19,一起,One,-24.00,TWD,
2019-01-19 12:31:19,一起,One,-20.00,TWD,
2019-01-20 16:11:18,增肥,One,-540.00,TWD,春水堂
2019-01-20 16:11:18,增肥,One,-120.00,TWD,咖啡
2019-01-20 16:11:18,增肥,One,-79.00,TWD,口香糖
2019-01-21 00:00:00,借過,One,-400.00,TWD,
2019-01-21 09:43:11,增肥,One,-10.00,TWD,咖啡
2019-01-21 14:03:56,汽啪,One,-120.00,TWD,
2019-01-21 14:03:56,汽暖,One,-813.00,TWD,
2019-01-21 14:03:56,增肥,One,-398.00,TWD,鼎泰豐
2019-01-21 21:30:32,增肥,One,-100.00,TWD,排骨飯
2019-01-21 21:30:32,汽啪,One,-230.00,TWD,
2019-01-23 00:49:34,一起,One,-24.00,TWD,
2019-01-23 00:49:34,增肥,One,-100.00,TWD,炒飯
2019-01-23 00:49:34,一起,One,-24.00,TWD,
2019-01-23 00:49:34,增肥,One,-140.00,TWD,義大利麵
2019-01-23 15:51:32,增肥,One,-135.00,TWD,Starbucks
2019-01-23 15:51:32,一起,One,-20.00,TWD,
2019-01-23 15:51:32,一起,One,-20.00,TWD,
2019-01-24 14:04:18,增肥,One,-140.00,TWD,義大利麵
2019-01-24 17:02:59,增肥,One,-175.00,TWD,十巷咖哩
2019-01-24 17:02:59,汽啪,One,-230.00,TWD,
2019-01-25 17:02:59,增肥,One,-115.00,TWD,燒臘
2019-01-25 22:17:22,一起,One,-20.00,TWD,
2019-01-25 22:17:22,一起,One,-24.00,TWD,
2019-01-25 22:17:22,一起,One,-24.00,TWD,
2019-01-26 08:08:22,增肥,One,-25.00,TWD,麥仔茶
2019-01-26 18:11:35,增肥,One,-1298.00,TWD,瘋牛排
2019-01-26 18:11:35,增肥,One,-196.00,TWD,喬記
2019-01-26 18:11:35,增肥,One,-49.00,TWD,Oreo
2019-01-26 18:11:35,增肥,One,-28.00,TWD,水
2019-01-27 17:49:02,汽暖,One,-552.00,TWD,
2019-01-27 17:49:02,遮羞,One,-300.00,TWD,剪毛
2019-01-27 17:49:02,五金,One,-129.00,TWD,手機殼
2019-01-28 12:20:12,增肥,One,-140.00,TWD,義大利麵
2019-01-28 14:04:14,增肥,One,-1441.00,TWD,炸牛排
2019-01-28 22:11:38,汽啪,One,-165.00,TWD,
2019-01-28 22:11:38,汽啪,One,-230.00,TWD,
2019-01-29 04:20:25,霧狀,One,-140.00,TWD,
2019-01-29 12:20:12,增肥,One,-100.00,TWD,牛肉麵
2019-01-29 12:20:12,增肥,One,-55.00,TWD,Come buy
2019-01-29 19:20:53,增肥,One,-414.00,TWD,Red Bull
2019-01-30 12:55:20,增肥,One,-110.00,TWD,關東煮
2019-01-30 12:55:20,一起,One,-24.00,TWD,
2019-01-30 12:55:20,一起,One,-24.00,TWD,
2019-01-30 12:55:20,增肥,One,-100.00,TWD,排骨飯
2019-01-31 10:03:29,頭暈,One,-149.00,TWD,
2019-01-31 12:55:20,汽啪,One,-135.00,TWD,
2019-01-31 23:23:38,增肥,One,-140.00,TWD,義大利麵
2019-01-31 23:23:38,汽啪,One,-230.00,TWD,
2019-01-31 23:23:38,增肥,One,-140.00,TWD,玖伍
2019-02-01 00:00:00,增肥,One,-162.00,TWD,麥噹噹
2019-02-01 00:00:00,薪資,One,88029.00,TWD,股票maybe?
2019-02-01 13:52:27,五金,One,-6.00,TWD,啞鈴
2019-02-01 21:37:26,一起,One,-16.00,TWD,
2019-02-01 21:37:26,增肥,One,-490.00,TWD,
2019-02-01 21:37:26,一起,One,-24.00,TWD,
2019-02-01 21:37:26,一起,One,-24.00,TWD,
2019-02-02 16:12:19,一起,One,-24.00,TWD,
2019-02-02 16:12:19,屋伯,One,-240.00,TWD,
2019-02-02 16:12:19,增肥,One,-40.00,TWD,貝果
2019-02-02 16:12:19,五金,One,-20.00,TWD,賴打
2019-02-02 16:12:19,增肥,One,-715.00,TWD,蘇阿姨
2019-02-02 16:12:19,增肥,One,-25.00,TWD,綠茶
2019-02-02 16:12:19,霧狀,One,-140.00,TWD,
2019-02-03 10:47:30,增肥,One,-55.00,TWD,Come buy
2019-02-03 10:47:30,增肥,One,-25.00,TWD,Fin
2019-02-03 10:47:30,增肥,One,-25.00,TWD,咖啡
2019-02-03 19:55:27,一起,One,-20.00,TWD,
2019-02-03 19:55:27,該死,One,-230.00,TWD,保齡球
2019-02-03 19:55:27,一起,One,-20.00,TWD,
2019-02-03 19:55:27,頭暈,One,-56.00,TWD,
2019-02-03 19:55:27,增肥,One,-330.00,TWD,鼎泰豐
2019-02-04 13:41:04,增肥,One,-180.00,TWD,
2019-02-04 13:41:04,一起,One,-20.00,TWD,
2019-02-04 16:58:01,一起,One,-39.00,TWD,
2019-02-06 00:41:50,增肥,One,-30.00,TWD,八寶粥
2019-02-06 13:18:15,增肥,One,-525.00,TWD,春水堂
2019-02-06 21:56:57,一起,One,-150.00,TWD,車票
2019-02-06 21:56:57,該死,One,-100.00,TWD,樂透
2019-02-07 00:00:00,該死,One,-100.00,TWD,打電動
2019-02-07 12:21:51,增肥,One,-173.00,TWD,中餐
2019-02-07 21:10:04,頭暈,One,-89.00,TWD,
2019-02-07 21:10:04,增肥,One,-299.00,TWD,哈根達斯
2019-02-08 16:26:58,霧狀,One,-140.00,TWD,
2019-02-08 16:35:50,增肥,One,-68.00,TWD,一芳
2019-02-08 16:35:50,一起,One,-24.00,TWD,
2019-02-08 18:57:18,增肥,One,-570.00,TWD,義大利麵
2019-02-08 18:57:18,汽暖,One,-815.00,TWD,
2019-02-08 18:57:18,增肥,One,-155.00,TWD,Starbucks
2019-02-09 00:00:00,增肥,One,-162.00,TWD,麥噹噹
2019-02-09 00:00:00,一起,One,-52.00,TWD,
2019-02-09 00:00:00,增肥,One,-60.00,TWD,Come buy
2019-02-09 00:58:43,帳單,One,-2080.00,TWD,
2019-02-09 00:58:43,頭暈,One,-96.00,TWD,
2019-02-09 21:32:17,增肥,One,-260.00,TWD,Starbucks
2019-02-10 00:00:00,借過,One,-400.00,TWD,
2019-02-10 14:38:14,汽啪,One,-90.00,TWD,
2019-02-10 14:38:14,汽暖,One,-813.00,TWD,
2019-02-10 14:38:14,增肥,One,-590.00,TWD,披薩
2019-02-10 14:38:14,增肥,One,-890.00,TWD,iPhone電池
2019-02-11 09:23:36,增肥,One,-155.00,TWD,Starbucks
2019-02-11 21:27:24,汽啪,One,-30.00,TWD,
2019-02-11 21:27:24,霧狀,One,-140.00,TWD,
2019-02-12 13:37:47,一起,One,-24.00,TWD,
2019-02-12 13:37:47,霧狀,One,-140.00,TWD,
2019-02-13 11:34:08,汽啪,One,-90.00,TWD,
2019-02-13 14:36:49,增肥,One,-100.00,TWD,排骨飯
2019-02-13 14:36:49,增肥,One,-50.00,TWD,日日良選
2019-02-13 14:36:49,汽啪,One,-230.00,TWD,
2019-02-13 14:36:49,增肥,One,-53.00,TWD,泡麵
2019-02-14 08:39:02,汽啪,One,-60.00,TWD,
2019-02-14 12:58:29,增肥,One,-85.00,TWD,黃記
2019-02-14 18:56:58,汽啪,One,-230.00,TWD,
2019-02-14 21:29:13,增肥,One,-520.00,TWD,拉麵
2019-02-15 08:39:02,汽暖,One,-834.00,TWD,
2019-02-15 21:09:36,汽啪,One,-320.00,TWD,
2019-02-15 21:09:36,增肥,One,-85.00,TWD,燒臘
2019-02-15 22:11:40,增肥,One,-79.00,TWD,口香糖
2019-02-17 13:41:08,該死,One,-3000.00,TWD,露營
2019-02-17 18:10:49,一起,One,-35.00,TWD,
2019-02-17 19:59:00,增肥,One,-310.00,TWD,拉麵
2019-02-17 19:59:00,汽暖,One,-813.00,TWD,
2019-02-17 19:59:00,五金,One,-790.00,TWD,肉桂沐浴乳
2019-02-18 00:00:00,借過,One,-400.00,TWD,
2019-02-18 10:42:39,五金,One,-578.00,TWD,防水噴霧
2019-02-18 10:42:39,增肥,One,-10.00,TWD,咖啡
2019-02-18 18:56:32,一起,One,-16.00,TWD,
2019-02-18 18:56:32,增肥,One,-100.00,TWD,排骨飯
2019-02-18 18:56:32,一起,One,-16.00,TWD,
2019-02-18 23:27:01,增肥,One,-160.00,TWD,義大利麵
2019-02-18 23:27:01,該死,One,-299.00,TWD,JAV101
2019-02-18 23:27:01,汽啪,One,-230.00,TWD,
2019-02-19 00:00:00,霧狀,One,-140.00,TWD,
2019-02-19 00:13:25,增肥,One,-140.00,TWD,阿圖
2019-02-19 00:13:25,一起,One,-24.00,TWD,
2019-02-19 12:30:44,一起,One,-24.00,TWD,
2019-02-19 17:02:52,增肥,One,-70.00,TWD,小黑糖
2019-02-20 13:41:08,苦口,One,-800.00,TWD,按摩
2019-02-20 13:41:08,一起,One,-24.00,TWD,
2019-02-20 23:55:29,一起,One,-24.00,TWD,
2019-02-20 23:55:29,增肥,One,-100.00,TWD,蒸餃
2019-02-20 23:55:29,增肥,One,-162.00,TWD,麥噹噹
2019-02-20 23:55:29,苦口,One,-200.00,TWD,
2019-02-21 12:43:09,一起,One,-20.00,TWD,
2019-02-21 12:43:09,增肥,One,-1200.00,TWD,肉你好
2019-02-21 14:05:24,一起,One,-24.00,TWD,
2019-02-21 14:05:24,增肥,One,-100.00,TWD,排骨飯
2019-02-21 22:44:43,霧狀,One,-140.00,TWD,
2019-02-21 22:44:43,屋伯,One,-200.00,TWD,
2019-02-22 17:38:07,增肥,One,-65.00,TWD,迷克夏
2019-02-22 17:38:07,增肥,One,-100.00,TWD,雞腿飯
2019-02-23 14:17:12,汽暖,One,-820.00,TWD,
2019-02-23 15:33:12,增肥,One,-300.00,TWD,中餐
2019-02-23 15:33:12,汽啪,One,-60.00,TWD,
2019-02-23 15:33:12,增肥,One,-215.00,TWD,下午茶
2019-02-23 19:29:31,遮羞,One,-300.00,TWD,剪頭髮
2019-02-23 19:29:31,增肥,One,-165.00,TWD,朱記
2019-02-24 00:00:00,汽啪,One,-160.00,TWD,
2019-02-24 13:14:09,增肥,One,-335.00,TWD,秦老大
2019-02-25 20:11:42,增肥,One,-50.00,TWD,鹹酥雞
2019-02-25 20:11:42,汽啪,One,-230.00,TWD,
2019-02-25 20:11:42,增肥,One,-53.00,TWD,Come buy
2019-02-25 20:11:42,增肥,One,-55.00,TWD,餛飩麵
2019-02-25 22:19:44,增肥,One,-84.00,TWD,水餃
2019-02-26 22:19:44,增肥,One,-60.00,TWD,牛棚
2019-02-26 22:19:44,一起,One,-24.00,TWD,
2019-02-26 22:19:44,一起,One,-24.00,TWD,
2019-02-26 22:19:44,增肥,One,-115.00,TWD,燒臘
2019-02-27 00:00:00,屋伯,One,-330.00,TWD,
2019-02-27 00:20:15,增肥,One,-120.00,TWD,八番堂
2019-02-27 11:02:13,一起,One,-24.00,TWD,
2019-02-27 20:10:42,增肥,One,-1712.00,TWD,肉你好
2019-02-28 00:20:15,增肥,One,-25.00,TWD,麥仔茶
2019-02-28 16:38:29,汽暖,One,-811.00,TWD,
2019-03-01 00:00:00,借過,One,-400.00,TWD,
2019-03-01 00:19:41,霧狀,One,-1500.00,TWD,電子菸
2019-03-03 02:04:26,該死,One,-60.00,TWD,荒野亂鬥
2019-03-03 11:37:22,該死,One,-400.00,TWD,紙箱王門票
2019-03-03 15:49:30,增肥,One,-135.00,TWD,Starbucks
2019-03-04 20:10:42,增肥,One,-115.00,TWD,燒臘
2019-03-04 20:10:42,汽啪,One,-75.00,TWD,
2019-03-04 20:10:42,汽啪,One,-230.00,TWD,
2019-03-04 20:10:42,增肥,One,-100.00,TWD,排骨飯
2019-03-04 20:10:42,增肥,One,-65.00,TWD,迷克夏
2019-03-05 00:22:59,頭暈,One,-47.00,TWD,
2019-03-05 19:10:11,增肥,One,-160.00,TWD,義大利麵
2019-03-05 19:10:11,增肥,One,-110.00,TWD,關東煮
2019-03-05 19:10:11,一起,One,-24.00,TWD,
2019-03-05 21:51:53,增肥,One,-59.00,TWD,Come buy
2019-03-05 21:51:53,一起,One,-24.00,TWD,
2019-03-05 23:38:21,五金,One,-317.00,TWD,
2019-03-06 13:09:19,一起,One,-24.00,TWD,
2019-03-06 13:09:19,增肥,One,-159.00,TWD,麥噹噹
2019-03-06 13:09:19,增肥,One,-100.00,TWD,排骨飯
2019-03-06 13:09:19,一起,One,-24.00,TWD,
2019-03-07 08:41:04,增肥,One,-85.00,TWD,炒飯
2019-03-07 08:41:04,薪資,One,39400.00,TWD,
2019-03-07 08:41:04,增肥,One,-120.00,TWD,八番堂
2019-03-07 08:41:04,一起,One,-24.00,TWD,
2019-03-07 08:41:04,一起,One,-24.00,TWD,
2019-03-08 08:41:04,汽暖,One,-840.00,TWD,
2019-03-09 00:00:00,借過,One,-400.00,TWD,
2019-03-09 19:30:50,增肥,One,-576.00,TWD,PAUL
2019-03-09 20:49:24,汽啪,One,-60.00,TWD,
2019-03-09 20:49:26,增肥,One,-196.00,TWD,丸龜製麵
2019-03-10 14:59:05,帳單,One,-2000.00,TWD,To Emma
2019-03-11 18:59:03,增肥,One,-120.00,TWD,牛棚
2019-03-11 18:59:03,汽啪,One,-370.00,TWD,
2019-03-11 18:59:03,增肥,One,-80.00,TWD,台灣大咖哩
2019-03-12 09:01:12,一起,One,-24.00,TWD,
2019-03-12 09:01:12,霧狀,One,-140.00,TWD,
2019-03-12 20:17:44,增肥,One,-95.00,TWD,義大利麵
2019-03-12 20:17:44,增肥,One,-95.00,TWD,黃記
2019-03-12 22:10:03,一起,One,-24.00,TWD,
2019-03-13 22:10:03,一起,One,-24.00,TWD,
2019-03-13 22:10:03,一起,One,-24.00,TWD,
2019-03-13 22:10:03,增肥,One,-145.00,TWD,十巷咖哩
2019-03-13 22:10:03,增肥,One,-100.00,TWD,蒸餃
2019-03-14 12:43:46,增肥,One,-140.00,TWD,玖伍
2019-03-14 12:43:46,一起,One,-24.00,TWD,
2019-03-15 00:41:32,增肥,One,-25.00,TWD,麥茶
2019-03-15 00:41:32,屋伯,One,-323.00,TWD,
2019-03-15 14:20:16,霧狀,One,-47.00,TWD,
2019-03-15 14:20:16,增肥,One,-30.00,TWD,
2019-03-15 14:20:16,增肥,One,-50.00,TWD,燒仙草
2019-03-15 14:20:16,頭暈,One,-47.00,TWD,
2019-03-15 14:20:16,一起,One,-24.00,TWD,
2019-03-15 14:20:16,汽啪,One,-45.00,TWD,
2019-03-15 14:20:16,頭暈,One,-215.00,TWD,
2019-03-15 14:20:16,霧狀,One,-140.00,TWD,
2019-03-15 14:20:16,汽暖,One,-816.00,TWD,
2019-03-15 14:20:16,增肥,One,-70.00,TWD,鹹水雞
2019-03-16 15:28:49,汽啪,One,-210.00,TWD,
2019-03-16 22:11:38,增肥,One,-1000.00,TWD,晚餐
2019-03-16 23:23:16,增肥,One,-20.00,TWD,茶裏王
2019-03-17 16:53:21,增肥,One,-420.00,TWD,朱記
2019-03-17 18:40:35,增肥,One,-55.00,TWD,樺達
2019-03-18 00:00:00,汽啪,One,-230.00,TWD,
2019-03-18 09:26:45,增肥,One,-70.00,TWD,Come buy
2019-03-18 09:26:45,增肥,One,-100.00,TWD,牛肉麵
2019-03-18 15:22:36,增肥,One,-100.00,TWD,排骨飯
2019-03-19 01:42:20,頭暈,One,-47.00,TWD,
2019-03-19 10:11:07,該死,One,-299.00,TWD,
2019-03-19 15:22:36,增肥,One,-72.00,TWD,麥噹噹
2019-03-19 15:22:36,該死,One,-1300.00,TWD,
2019-03-19 15:22:36,霧狀,One,-200.00,TWD,煙彈
2019-03-19 15:22:36,增肥,One,-85.00,TWD,控肉飯
2019-03-19 15:22:36,頭暈,One,-47.00,TWD,
2019-03-19 23:49:10,一起,One,-24.00,TWD,
2019-03-20 23:49:10,一起,One,-24.00,TWD,
2019-03-20 23:49:10,增肥,One,-138.00,TWD,711
2019-03-20 23:49:10,一起,One,-24.00,TWD,
2019-03-20 23:49:10,增肥,One,-80.00,TWD,關東煮
2019-03-21 00:32:11,增肥,One,-30.00,TWD,711
2019-03-21 00:32:11,該死,One,-2299.00,TWD,
2019-03-21 00:32:11,一起,One,-24.00,TWD,
2019-03-21 00:32:11,一起,One,-24.00,TWD,
2019-03-21 00:32:11,增肥,One,-296.00,TWD,茶水攤
2019-03-21 02:08:33,五金,One,-100.00,TWD,
2019-03-22 19:56:47,增肥,One,-100.00,TWD,排骨飯
2019-03-22 19:56:47,一起,One,-24.00,TWD,
2019-03-22 19:56:47,一起,One,-20.00,TWD,
2019-03-22 23:51:17,頭暈,One,-66.00,TWD,
2019-03-23 02:08:33,該死,One,-60.00,TWD,
2019-03-23 02:08:33,汽暖,One,-849.00,TWD,
2019-03-23 02:08:33,頭暈,One,-47.00,TWD,
2019-03-23 02:08:33,帳單,One,-2600.00,TWD,小黑婚禮
2019-03-23 18:37:12,增肥,One,-58.00,TWD,豆漿
2019-03-23 18:37:12,該死,One,-210.00,TWD,荒野亂鬥
2019-03-24 20:34:59,汽啪,One,-60.00,TWD,
2019-03-24 20:34:59,增肥,One,-230.00,TWD,清粥小菜
2019-03-25 22:37:47,汽啪,One,-230.00,TWD,
2019-03-25 22:37:47,增肥,One,-140.00,TWD,義大利麵
2019-03-25 22:37:47,該死,One,-150.00,TWD,
2019-03-26 22:20:39,一起,One,-24.00,TWD,
2019-03-26 22:20:39,增肥,One,-330.00,TWD,晚餐
2019-03-26 22:20:39,增肥,One,-60.00,TWD,水餃
2019-03-26 22:20:39,該死,One,-1880.00,TWD,
2019-03-26 22:20:39,一起,One,-24.00,TWD,
2019-03-27 02:38:40,增肥,One,-64.00,TWD,
2019-03-27 14:32:07,增肥,One,-80.00,TWD,關東煮
2019-03-27 14:32:07,一起,One,-24.00,TWD,
2019-03-27 14:32:07,一起,One,-24.00,TWD,
2019-03-28 14:32:07,一起,One,-24.00,TWD,
2019-03-28 14:32:07,該死,One,-300.00,TWD,荒野亂鬥
2019-03-28 14:32:07,增肥,One,-110.00,TWD,牛肉麵
2019-03-29 00:00:00,霧狀,One,-660.00,TWD,煙彈*3
2019-03-29 06:32:35,汽暖,One,-837.00,TWD,
2019-03-29 08:48:49,增肥,One,-225.00,TWD,北大荒水餃
2019-03-29 16:11:24,增肥,One,-50.00,TWD,約翰紅茶
2019-03-29 16:11:24,一起,One,-36.00,TWD,
2019-03-29 16:11:24,該死,One,-590.00,TWD,荒野亂鬥
2019-03-29 16:11:24,一起,One,-36.00,TWD,
2019-03-30 06:32:35,增肥,One,-55.00,TWD,咖啡
2019-03-30 21:45:20,增肥,One,-671.00,TWD,晚餐
2019-03-30 21:45:20,汽啪,One,-90.00,TWD,
2019-03-31 19:59:15,汽暖,One,-861.00,TWD,
2019-03-31 19:59:15,增肥,One,-340.00,TWD,晚餐
2019-03-31 19:59:15,增肥,One,-59.00,TWD,711
2019-04-01 00:00:00,借過,One,-400.00,TWD,
2019-04-01 22:10:35,增肥,One,-162.00,TWD,麥噹噹
2019-04-01 22:10:35,頭暈,One,-47.00,TWD,
2019-04-01 22:10:35,霧狀,One,-650.00,TWD,煙油
2019-04-01 22:10:35,汽啪,One,-230.00,TWD,
2019-04-01 22:10:35,增肥,One,-140.00,TWD,義大利麵
2019-04-02 08:48:49,增肥,One,-85.00,TWD,黃記
2019-04-02 08:48:49,五金,One,-99.00,TWD,
2019-04-02 08:48:49,一起,One,-24.00,TWD,
2019-04-02 08:48:49,增肥,One,-55.00,TWD,可不可紅茶
2019-04-02 08:48:49,一起,One,-24.00,TWD,
2019-04-03 01:36:58,屋伯,One,-316.00,TWD,
2019-04-03 01:36:58,增肥,One,-65.00,TWD,迷克夏
2019-04-03 01:36:58,頭暈,One,-94.00,TWD,
2019-04-03 01:36:58,增肥,One,-110.00,TWD,關東煮
2019-04-03 01:36:58,增肥,One,-1019.00,TWD,晚餐
2019-04-03 01:36:58,一起,One,-24.00,TWD,
2019-04-04 05:58:31,增肥,One,-39.00,TWD,
2019-04-04 23:17:37,一起,One,-24.00,TWD,
2019-04-04 23:17:37,增肥,One,-20.00,TWD,水
2019-04-04 23:17:37,一起,One,-24.00,TWD,
2019-04-04 23:17:37,增肥,One,-730.00,TWD,晚餐
2019-04-05 17:04:27,增肥,One,-172.00,TWD,麥噹噹
2019-04-05 17:04:27,增肥,One,-70.00,TWD,Come buy
2019-04-06 02:00:30,該死,One,-1480.00,TWD,
2019-04-06 02:00:30,增肥,One,-39.00,TWD,
2019-04-06 16:02:52,增肥,One,-472.00,TWD,義大利麵
2019-04-06 16:02:52,增肥,One,-50.00,TWD,Cama
2019-04-06 16:02:52,五金,One,-15.00,TWD,衛生紙
2019-04-07 10:48:31,汽暖,One,-846.00,TWD,
2019-04-07 10:48:31,汽啪,One,-60.00,TWD,
2019-04-07 10:48:31,增肥,One,-380.00,TWD,
2019-04-07 10:48:31,增肥,One,-27.00,TWD,水
2019-04-08 08:26:37,增肥,One,-100.00,TWD,晚餐
2019-04-08 19:20:02,一起,One,-20.00,TWD,
2019-04-08 19:20:02,增肥,One,-80.00,TWD,關東煮
2019-04-08 19:20:02,增肥,One,-68.00,TWD,一芳
2019-04-08 19:20:02,汽啪,One,-230.00,TWD,
2019-04-09 08:26:37,一起,One,-24.00,TWD,
2019-04-09 08:26:37,一起,One,-24.00,TWD,
2019-04-09 08:26:37,增肥,One,-80.00,TWD,關東煮
2019-04-09 20:44:25,帳單,One,-591.00,TWD,婆婆家水費
2019-04-09 20:44:25,增肥,One,-90.00,TWD,可口豬腳
2019-04-09 20:44:25,帳單,One,-105.00,TWD,婆婆家電話費
2019-04-09 20:44:25,增肥,One,-75.00,TWD,Come buy
2019-04-10 08:23:23,薪資,One,40745.00,TWD,
2019-04-10 08:26:37,一起,One,-24.00,TWD,
2019-04-10 08:26:37,一起,One,-24.00,TWD,
2019-04-10 08:26:37,增肥,One,-85.00,TWD,關東煮
2019-04-10 14:45:47,霧狀,One,-100.00,TWD,
2019-04-10 15:26:32,霧狀,One,-140.00,TWD,
2019-04-10 15:26:38,增肥,One,-35.00,TWD,
2019-04-10 20:25:21,帳單,One,-210.00,TWD,婆婆家電話費
2019-04-10 20:32:10,增肥,One,-157.00,TWD,麥噹噹
2019-04-11 21:20:53,苦口,One,-800.00,TWD,按摩
2019-04-11 21:21:01,一起,One,-24.00,TWD,
2019-04-11 21:21:04,一起,One,-24.00,TWD,
2019-04-11 21:21:07,增肥,One,-80.00,TWD,關東煮
2019-04-11 21:21:14,增肥,One,-115.00,TWD,豬腳大王
2019-04-12 08:26:37,一起,One,-24.00,TWD,
2019-04-12 08:26:37,增肥,One,-49.00,TWD,711
2019-04-12 08:26:37,該死,One,-150.00,TWD,荒野亂鬥
2019-04-12 08:26:37,增肥,One,-39.00,TWD,小香腸
2019-04-12 08:26:37,增肥,One,-40.00,TWD,炒麵
2019-04-12 08:26:37,頭暈,One,-240.00,TWD,
2019-04-12 08:26:37,一起,One,-24.00,TWD,
2019-04-12 08:26:37,頭暈,One,-50.00,TWD,
2019-04-12 08:26:37,增肥,One,-140.00,TWD,義大利麵
2019-04-14 00:00:00,孝親,One,-10000.00,TWD,
2019-04-14 02:02:56,增肥,One,-39.00,TWD,香腸
2019-04-14 02:02:56,頭暈,One,-125.00,TWD,
2019-04-14 03:05:31,增肥,One,-38.00,TWD,奶茶
2019-04-14 16:51:52,增肥,One,-35.00,TWD,飲料
2019-04-14 16:51:52,遮羞,One,-300.00,TWD,剪頭髮
2019-04-14 21:17:42,增肥,One,-25.00,TWD,麥仔茶
2019-04-14 21:17:42,一起,One,-24.00,TWD,
2019-04-14 21:17:42,增肥,One,-65.00,TWD,抄手
2019-04-14 21:17:42,一起,One,-24.00,TWD,
2019-04-15 02:43:27,一起,One,-24.00,TWD,
2019-04-15 02:43:27,增肥,One,-68.00,TWD,一芳
2019-04-15 02:43:27,增肥,One,-90.00,TWD,玖伍
2019-04-15 02:43:27,一起,One,-24.00,TWD,
2019-04-15 02:43:27,增肥,One,-160.00,TWD,麥噹噹
2019-04-16 00:00:00,增肥,One,-55.00,TWD,沙拉
2019-04-16 20:03:57,一起,One,-24.00,TWD,
2019-04-16 20:03:57,增肥,One,-120.00,TWD,八番堂
2019-04-16 20:03:57,一起,One,-24.00,TWD,
2019-04-16 20:03:59,增肥,One,-70.00,TWD,Come buy
2019-04-17 13:31:12,一起,One,-30.00,TWD,
2019-04-17 13:31:12,增肥,One,-20.00,TWD,純喫茶
2019-04-17 13:31:12,一起,One,-24.00,TWD,
2019-04-17 13:31:12,一起,One,-24.00,TWD,
2019-04-17 18:46:11,講話,One,-430.00,TWD,
2019-04-17 18:46:11,增肥,One,-128.00,TWD,Burger King
2019-04-17 18:46:11,一起,One,-30.00,TWD,
2019-04-18 21:55:06,一起,One,-24.00,TWD,
2019-04-18 21:55:06,增肥,One,-1054.00,TWD,
2019-04-18 21:55:06,該死,One,-1500.00,TWD,
2019-04-18 21:55:06,一起,One,-24.00,TWD,
2019-04-18 21:55:06,屋伯,One,-497.00,TWD,
2019-04-18 21:55:06,一起,One,-24.00,TWD,
2019-04-18 21:55:06,增肥,One,-100.00,TWD,排骨飯
2019-04-19 20:22:46,一起,One,-24.00,TWD,
2019-04-19 20:22:46,增肥,One,-65.00,TWD,沐白
2019-04-19 20:22:46,一起,One,-24.00,TWD,
2019-04-19 20:22:46,增肥,One,-100.00,TWD,炒飯
2019-04-19 22:08:37,增肥,One,-75.00,TWD,晚餐
2019-04-20 00:00:00,霧狀,One,-1860.00,TWD,煙油
2019-04-20 15:59:32,汽啪,One,-80.00,TWD,
2019-04-21 09:40:24,五金,One,-798.00,TWD,抹布
2019-04-21 20:10:39,增肥,One,-250.00,TWD,711
2019-04-22 08:55:17,增肥,One,-475.00,TWD,可麗露
2019-04-22 08:55:17,增肥,One,-86.00,TWD,711
2019-04-22 08:55:17,增肥,One,-218.00,TWD,麥噹噹
2019-04-22 08:55:17,增肥,One,-55.00,TWD,沙拉
2019-04-22 08:55:17,汽暖,One,-900.00,TWD,
2019-04-22 08:55:17,該死,One,-1030.00,TWD,
2019-04-23 18:39:23,一起,One,-16.00,TWD,
2019-04-23 18:39:23,一起,One,-24.00,TWD,
2019-04-23 18:39:23,增肥,One,-100.00,TWD,排骨飯
2019-04-23 22:10:24,頭暈,One,-94.00,TWD,
2019-04-23 23:16:46,增肥,One,-29.00,TWD,
2019-04-23 23:16:46,一起,One,-24.00,TWD,
2019-04-24 16:29:17,苦口,One,-200.00,TWD,
2019-04-24 21:09:43,一起,One,-24.00,TWD,
2019-04-24 21:09:43,增肥,One,-115.00,TWD,燒臘
